,labels,affiliation_string,paper_id
9445,4210134950,Aves Argentinas - Asociación Ornitológica del Plata,W4395131491
8503,70368782,"Grupo de Ecologia de Invasiones, INIBIOMA, CONICET, Universidad Nacional del Comahue, Quintral 1250, San Carlos de Bariloche CP 8400, Argentina",W2520855121
4845,151201029,"INTEC, Universidad Nacional del Litoral—CONICET Güemes 3450, 3000 Santa Fe, Argentina",W2081412367
1984,4210145890,Centro Biología Molecular ‘Severo Ochoa’ CSIC‐UAM Madrid Spain,W2027703774
4953,151201029,Institute of Environmental Sciences University of Zürich Winterthurerstrasse 190 8057 Zürich Switzerland,W2054282881
9258,4210086432,"Museo Argentino de Ciencias Naturales ""Bernardino Rivadavia""-CONICET. Av. Ángel Gallardo 470, Buenos Aires, Argentina",W2982246217
7528,166401450,"IMBIV, CONICET, Instituto de Ciencia y Tecnología de los Alimentos (ICTA) Facultad de Ciencias Exactas, Físicas y Naturales (UNC)  Av. Vélez Sarsfield 1611 X5016GCA Córdoba Argentina",W2050086584
3739,2738703131,"Instituto de Astronomía y Física del Espacio C.C. 67, Suc. 28. 1428, Buenos Aires, Argentina;",W3098386549
7649,151201029,"Grupo de Fisiología del Estrés en Plantas, Instituto de Investigaciones Biológicas (IIB), Facultad de Ciencias Exactas y Naturales, Universidad Nacional de Mar del Plata (UNMdP), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET) y Comisión de Investigaciones Científicas (CIC), Deán Funes 3250, B7602AYJ, Mar del Plata, Argentina",W2896867089
3947,24354313,"PINMATE (CONICET-UBA) and Department of Chemical Engineering (Facultad de Ingenieria-UBA), Pabellón de Industrias, Ciudad Universitaria, 1428 Buenos Aires, Argentina",W2068575846
2724,4210142366,Centro Nacional Patagonico - CONICET,W4395206540
5259,151201029,"CONICET—Universidad Nacional del Centro de la Provincia de Buenos Aires, 7400 Olavarria, Argentina",W2112234127
8249,24354313,"Chair of Agricultural Education, Agronomy School, University of Buenos Aires, Buenos Aires, Argentina",W2063484344
3132,4210158427,"American Museum of Natural History Central Park West at 79th Street, New York NY 10024 USA",W4317708817
6275,4210093681,"IFEVA, Facultad de Agronomia, Universidad de Buenos Aires and CONICET, Av. San Martin 4453, 1417 Buenos Aires, Argentina",W2113413378
4304,4210113115,"Instituto Nacional de Enfermedades Virales Humanas, Dr. Julio I. Malztegui, Pergainino, Buenos Aires, Argentina. malemor@yahoo.com.ar",W2064966277
2388,4210086432,Museo Argentino de Ciencias Naturales 'Bernardino Rivadavia',W4395202145
4972,4210152303,"Laboratorio de Dendrocronologia, Centro Regional de Investigaciones Cientificas y Tecnologicas-Mendoza, Casilla de Correo 330, 5500, Mendoza, Argentina",W1975956281
564,170486558,University of Rochester and Universitat Pompeu Fabra,W2052888666
9286,189075073,"Institute of Materials Science and Technology (INTEMA), University of Mar del Plata and National Research Council (CONICET), Av. J. B. Justo 4302, 7600 Mar del Plata, Argentina",W2782060349
1329,4141589,"Department of Chemistry and Biochemistry, 160 Hughes Hall, Miami University, Oxford, Ohio 45056, Department of Cellular and Molecular Medicine, University of Bristol School of Medical Sciences, University Walk, Bristol BS8 1TD, United Kingdom, and Molecular Biology Division, IBR, CONICET, and Biophysics Section, Universidad Nacional de Rosario, Suipacha 531, S2002LRK Rosario, Argentina",W2146956670
4456,4210143553,"Instituto Nacional de Investigación y Desarrollo Pesquero, , Mar del Plata, Buenos Aires, Argentina",W2788933746
4820,1294671590,"Centre de Physique Théorique UPR014 CNRS, Ecole Polytechnique, 91128 Palaiseau Cedex, France",W2108083055
1892,151201029,"Instituto de Investigaciones en Fisicoquímica de Córdoba (INFIQC), CONICET–Departamento de Matemática y Física, Facultad de Ciencias Químicas, Universidad Nacional de Córdoba, Ciudad Universitaria, Córdoba, Argentina",W2388080941
8119,4210133753,"Instituto de Limnología “Dr. Raúl A. Ringuelet” (CONICET, CCT La Plata, UNLP) Argentina",W2893926057
4110,4141589,"Instituto de Biología Molecular y Celular de Rosario (IBR, CONICET) and Departamento de Microbiología, Facultad de Ciencias Bioquímicas y Farmacéuticas, Universidad Nacional de Rosario, Rosario, Argentina",W2136700350
4818,73822459,"Department of Biology, Nicholas School of the Environment and Earth Sciences and Center on Global Change, Duke University, Durham, NC 27708-1000; and Grupo de Estudios Ambientales-Instituto de Matemática Aplicada San Luis, Universidad Nacional de San Luis and Consejo Nacional de Investigaciones Científicas y Técnicas de Argentina, 5700 San Luis, Argentina",W2084887182
7858,24354313,"Centro de Investigaciones del Mar y la Atmósfera, Consejo Nacional de Investigaciones Científicas y Técnicas–Universidad de Buenos Aires, UMI–Instituto Franco–Argentino sobre Estudios de Clima y sus Impactos/CNRS, Departamento de Ciencias de la Atmósfera y los Océanos, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, and Servicio Meteorológico Nacional, Buenos Aires, Argentina",W2096706322
